Company,Title,Location,Salary
metacareers,Computational Display and Integration Engineer ,"Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Optical Design Engineer,"Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Structural Simulation Engineer,"Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Power Validation Engineer,"Sunnyvale, CA","$102,000/year to $110,000/year + bonus + equity + benefits"
metacareers,"ASIC Engineer, Design Verification","Sunnyvale, CA; Austin, TX; Remote, US","$166,000/year to $237,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Intelligent Interactive Systems (PhD) | Chercheur scientifique stagiaire, systèmes interactifs intelligents (doctorat)","Toronto, Canada",
metacareers,AR Graphics Architect,"Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$202,000/year to $273,000/year + bonus + equity + benefits"
metacareers,"Research Intern, Gesture Input and Learning (PhD) | Chercheur stagiaire, saisie gestuelle et apprentissage (doctorat)","Toronto, Canada",
metacareers,"Data Engineer, Analytics (Generalist) | Ingénieur de données, analytique (généraliste)","Remote, Canada",
metacareers,"Research Scientist Intern, SWT, Skin Electronics Research (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,CFCI Strategy Supply Chain & Procurement Program Manager,"Remote, US","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,"User Experience Researcher, Quantitative","Redmond, WA; Burlingame, CA","$123,000/year to $169,000/year + bonus + equity + benefits"
metacareers,Construction Manager,"Kuna, ID","$143,000/year to $168,000/year + bonus + equity + benefits"
metacareers,HR Business Partner - 12 month contract,"Dublin, Ireland; London, United Kingdom",
metacareers,"Research Scientist Intern, AI - Neural/Inverse Rendering Algorithm (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, AI-Driven Neural Interfaces for AR/VR (PhD)","Burlingame, CA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Optical Scientist - Display System,"Sunnyvale, CA; Redmond, WA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AR/VR Input Technologies (PhD)","Redmond, WA; Burlingame, CA","$7,500/month to $10,250/month + benefits"
metacareers,"Office Lead, Zurich","Zurich, Switzerland",
metacareers,"Partner Development Manager, Reality Labs","Burlingame, CA; New York, NY; Seattle, WA; Remote, US","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,Critical Facility Manager,"Clonee, Ireland",
metacareers,Critical Facility Engineer,"New Albany, OH","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,Critical Facility Engineer,Singapore Data Center; Singapore,
metacareers,"Network Engineer, Operations Support","Henrico, VA; New Albany, OH","$76,482/year to $135,200/year + bonus + equity + benefits"
metacareers,"Engineering Manager, Computer Vision -  Zurich ","Zurich, Switzerland; Tel Aviv, Israel; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK; London, United Kingdom",
metacareers,"Research Scientist Intern, Soft Wearable Technologies (PhD)","Redmond, WA; Burlingame, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Technical Lead, Spatial Audio Algorithms","Redmond, WA; Seattle, WA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Director, Enterprise Engineering","San Francisco, CA","$247,000/year to $316,000/year + bonus + equity + benefits"
metacareers,"Data Science Director, VR Ecosystems & Foundations","Los Angeles, CA; Bellevue, WA; Menlo Park, CA; Burlingame, CA; New York, NY; Remote, US","$243,000/year to $312,000/year + bonus + equity + benefits"
metacareers,Facility and Operations Manager,"Durham, NC","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Perception Systems Architect,"Zurich, Switzerland; Tel Aviv, Israel; Remote, Poland; Remote, Sweden; Remote, Ireland; Remote, Spain; Remote, UK",
metacareers,"Research Scientist Intern, Computational Imaging (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Optical Imaging and Sensing (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Algorithm-System Co-Design (PhD)","Burlingame, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Sensor Integration (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Visiting Researcher, Universal Speech Translation (University Grad)","Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,Research Scientist Intern - Mixed Reality and Computational Photography (PhD),"London, United Kingdom",
metacareers,Critical Facility Manager,"DeKalb, IL","$106,000/year to $152,000/year + bonus + equity + benefits"
metacareers,Facility Technical Manager,"Kansas City, MO","$131,000/year to $183,000/year + bonus + equity + benefits"
metacareers,"Product Design Prototyper, Facebook Reality Labs","Seattle, WA","$189,000/year to $260,000/year + bonus + equity + benefits"
metacareers,Director of Sound Design,"Remote, US","$257,000/year to $312,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Body, Cloth and Hair Modeling and Simulation (PhD)","Zurich, Switzerland",
metacareers,Mechanical Subject Matter Expert,"US - IA - Polk County Data Center; Altoona, IA","$87,360/year to $129,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Responsible AI (PhD)","Menlo Park, CA; Seattle, WA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Camera Perception (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, AI Applied Research - Multimodal NLP (PhD)","Menlo Park, CA; Seattle, WA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Software Engineer - Audio (Technical Leadership),"Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; Boston, MA; New York, NY; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Director, Technology Product Management","Sunnyvale, CA; Redmond, WA; Remote, US","$244,000/year to $317,000/year + bonus + equity + benefits"
metacareers,Optical Systems Engineer,"Shanghai, China; Shenzhen, China",
metacareers,Data Center Strategy & Planning Manager,"Bellevue, WA; Fremont, CA","$158,000/year to $223,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Mobile Vision (PhD)","Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,Project Scheduler - Lease,"Reston, VA; Fremont, CA; Remote, US","$143,000/year to $168,000/year + bonus + equity + benefits"
metacareers,3D Art Generalist,"Los Angeles, CA; Burlingame, CA; Remote, US","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Computer Vision and Machine Learning (PhD) ","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"3D Character Artist, Avatars","Los Angeles, CA; Seattle, WA; Burlingame, CA; Remote, US","$127,000/year to $178,000/year + bonus + equity + benefits"
metacareers,Display Engineering Manager,"Redmond, WA","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,"Product Equity Program Manager, Reality Labs","Menlo Park, CA; Burlingame, CA; San Francisco, CA","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,"Prototyping Manager, Reality Labs","Burlingame, CA","$155,000/year to $222,000/year + bonus + equity + benefits"
metacareers,Infrastructure Software Engineer (Leadership) - Reality Labs,"Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; Remote, US","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Physical Modeling","Menlo Park, CA","$7,313/month to $10,250/month + benefits"
metacareers,Mechanical Subject Matter Expert,"Prineville, OR","$87,360/year to $129,000/year + bonus + equity + benefits"
metacareers,Camera System Engineer,"Shanghai, China; Shenzhen, China",
metacareers,"Research Scientist Intern, Computer Vision/Machine Learning (PhD)","Zurich, Switzerland",
metacareers,"Surfacing Designer, Industrial Design - Meta Reality Labs","Seattle, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Product Design Manager,"New York, NY; Remote, US","$155,000/year to $222,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Neural Rendering (PhD)","Zurich, Switzerland",
metacareers,"Optical Scientist, Waveguide Design ","Redmond, WA","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Comp. Imaging & Optics, CV, Machine Perception (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Embodied AI & Robotics (PhD)","Pittsburgh, PA; Redmond, WA; Menlo Park, CA; Seattle, WA; San Francisco, CA","$7,650/month to $10,250/month + benefits"
metacareers,Facility Technical Manager,"DeKalb, IL","$131,000/year to $183,000/year + bonus + equity + benefits"
metacareers,"Network Engineer, Deployment & Support","Eagle Mountain, Utah","$132,000/year to $190,000/year + bonus + equity + benefits"
metacareers,"Facility Operations Portfolio Manager, Asset Management","Remote, US","$135,000/year to $185,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Economics, Algorithms and Optimization (PhD)","Menlo Park, CA; Washington, DC; New York, NY","$7,500/month to $10,250/month + benefits"
metacareers,Senior Environment Artist - Sanzaru,"Foster City, CA; Remote, US","$127,000/year to $176,000/year + bonus + equity + benefits"
metacareers,Platform Governance Manager,"Remote, US","$146,000/year to $205,000/year + bonus + equity + benefits"
metacareers,Production Engineer (Products),"Bellevue, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$143,000/year to $204,000/year + bonus + equity + benefits"
metacareers,"Program Manager, Performance ","Menlo Park, CA; New York, NY; San Francisco, CA; Remote, US","$138,000/year to $200,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Computational Optical Design (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Hardware Research (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Product Manager, Research (Reality Labs)","Redmond, WA","$141,000/year to $201,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Display Backplane & CMOS Imaging Design (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Systems Architecture Engineer,"Remote, US","$157,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Security and Privacy (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,Research Scientist Intern - NLP (PhD),"Redmond, WA; Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,DTC Sales Manager ,"Burlingame, CA","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Optical Design (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Machine-Learning & Physics (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Client Partner, Reality Labs - NA","Austin, TX; Burlingame, CA; New York, NY","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Body Capture, Reconstruction and Understanding (PhD)","Sausalito, CA; Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Software Engineering Manager, Compilers","Sunnyvale, CA; Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Diffraction and Polarization Optics (PhD)","Sunnyvale, CA; Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Audio (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Assistant NLP (PhD)","Redmond, WA; Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Interactive Physics Simulations (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Manager, Product Design Engineering ","Sunnyvale, CA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Audio Hardware (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Contracts Manager, Design, Engineering and Services","Los Angeles, CA; Remote, US","$143,000/year to $168,000/year + bonus + equity + benefits"
metacareers,Eye Care Category Lead,"Seattle, WA; Burlingame, CA; New York, NY; Remote, US","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Analog Mixed Signal IC Integration Manager, Reality Labs","Sunnyvale, CA; Redmond, WA; Austin, TX; Remote, US","$202,000/year to $273,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Assistant Multimodal (PhD)","Redmond, WA; Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,"Manager, Product Management ","Menlo Park, CA; New York, NY; Remote, US","$197,000/year to $270,000/year + bonus + equity + benefits"
metacareers,QA Engineering Manager,"Menlo Park, CA; Remote, US","$179,000/year to $246,000/year + bonus + equity + benefits"
metacareers,Geographical Schedule Manager,"Remote, US","$143,000/year to $168,000/year + bonus + equity + benefits"
metacareers,Electrical Subject Matter Expert,"DeKalb, IL","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,"VP, Sustainability","Menlo Park, CA; Seattle, WA; Washington, DC; Boston, MA; New York, NY; San Francisco, CA; Fremont, CA; Remote, US","We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,Data Center Capacity Manager,"Mesa, AZ; Forest City, NC","$131,000/year to $183,000/year + bonus + equity + benefits"
metacareers,"Technical Artist, Avatars Lighting/LookDev ","Los Angeles, CA; Seattle, WA; Burlingame, CA; Remote, US","$152,000/year to $212,000/year + bonus + equity + benefits"
metacareers,"Sustainability Director, Net Zero Reduction Strategy","Fremont, CA; Remote, US","$281,000/year to $324,000/year + bonus + equity + benefits"
metacareers,Loss Control Area Manager - NORAM,"Remote, US","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,"Software Engineering Manager, AI Compiler | Responsable de l'ingénierie logicielle, Compilateur IA","Toronto, Canada",
metacareers,Electrical Subject Matter Expert,"US - IA - Polk County Data Center; Altoona, IA","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Electrical Subject Matter Expert,US - NM - Valencia County Data Center,"$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Generator Subject Matter Expert,"Kansas City, MO","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Connectivity Engineer ,"Gallatin, TN","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,Mechanical Subject Matter Expert,"Kuna, ID","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Data Center Campus Facility Manager,"New Albany, OH","$155,000/year to $225,000/year + bonus + equity + benefits"
metacareers,"Manager, Sensor Systems","Sunnyvale, CA; Redmond, WA; Remote, US","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Optical Scientist: Computational Optics,"Redmond, WA","$116,000/year to $160,000/year + bonus + equity + benefits"
metacareers,Geographical Construction Manager,"Huntsville, AL; Remote, US","$170,000/year to $228,000/year + bonus + equity + benefits"
metacareers,"Director, Image Sensors","Sunnyvale, CA; Menlo Park, CA; Seattle, WA; Remote, US","$243,000/year to $305,000/year + bonus + equity + benefits"
metacareers,SiteOps Global Product Hardware Lead Engineer - Storage,"Los Lunas, NM; US - NM - Los Lunas Data Center; Sarpy County, NE; Henrico, VA; Mesa, AZ; Santa Clara, CA; Ashburn, VA; Newton County, GA; Austin, TX; Gallatin, TN; Forest City, NC; Papillion, NE; Prineville, OR; Fort Worth, TX; New Albany, OH; Altoona, IA; Fremont, CA; Huntsville, AL; Eagle Mountain, Utah; Remote, US","$163,000/year to $223,000/year + bonus + equity + benefits"
metacareers,Software Architect Live Telepresence,"Pittsburgh, PA","$205,000/year to $281,000/year + bonus + equity + benefits"
metacareers,Display Systems Lead,"Redmond, WA; Remote, US","$253,000/year to $327,000/year + bonus + equity + benefits"
metacareers,"Client Partner, Reality Labs -EMEA","London, United Kingdom",
metacareers,"Scaled Channel Partner Manager, B2B Channel Partnerships, Reality Labs","London, United Kingdom",
metacareers,"DACH Partner Manager, B2B Channel Partnerships, Reality Labs","Berlin, Germany",
metacareers,"Developer Policy and Process Lead, Developer Ecosystem","Burlingame, CA; Remote, US","$157,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI  Machine Learning Natural Language Processing PhD","Sunnyvale, CA; Bellevue, WA; Austin, TX; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Responsable de l'assurance qualité pour les tiers | Responsable de l'assurance qualité pour les tiers,"Remote, Canada",
metacareers,"Software Engineer Manager, Embedded, OS","Sunnyvale, CA; Los Angeles, CA; Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; San Diego, CA; San Francisco, CA","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,Production Engineer (Products),"Bellevue, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$143,000/year to $204,000/year + bonus + equity + benefits"
metacareers,Global Strategic Alliances Manager ,"Burlingame, CA; New York, NY","$123,000/year to $178,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Hardware Research (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Program Manager, Performance ","Menlo Park, CA; New York, NY; San Francisco, CA; Remote, US","$138,000/year to $200,000/year + bonus + equity + benefits"
metacareers,"Product Manager, Research (Reality Labs)","Redmond, WA","$141,000/year to $201,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Computational Optical Design (PhD)","Sunnyvale, CA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Display Backplane & CMOS Imaging Design (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,Research Scientist Intern - NLP (PhD),"Redmond, WA; Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,Systems Architecture Engineer,"Remote, US","$157,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Machine-Learning & Physics (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Security and Privacy (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,DTC Sales Manager ,"Burlingame, CA","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Optical Design (PhD)","Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Client Partner, Reality Labs - NA","Austin, TX; Burlingame, CA; New York, NY","$152,000/year to $214,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Body Capture, Reconstruction and Understanding (PhD)","Sausalito, CA; Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Assistant NLP (PhD)","Redmond, WA; Burlingame, CA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Diffraction and Polarization Optics (PhD)","Sunnyvale, CA; Redmond, WA","$7,313/month to $10,250/month + benefits"
metacareers,"Software Engineering Manager, Compilers","Sunnyvale, CA; Bellevue, WA; Redmond, WA; Menlo Park, CA; Seattle, WA; Boston, MA; New York, NY; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Tech Lead, Egocentric Machine Perception System Engineering","London, United Kingdom",
metacareers,"Director of Software Engineering, AR/VR Interactions Research & Development","Redmond, WA","$253,000/year to $327,000/year + bonus + equity + benefits"
metacareers,AI Research Scientist,,
metacareers,"Manager, Infrastructure Materials Management","Reston, VA; Fremont, CA; Remote, US","$161,000/year to $223,000/year + bonus + equity + benefits"
metacareers,"Director, Signal Processing, Imaging & Depth, RL","Sunnyvale, CA; Redmond, WA; San Diego, CA; Remote, US","$253,000/year to $327,000/year + bonus + equity + benefits"
metacareers,Electrical Subject Matter Expert,"Kansas City, MO","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,Generator Subject Matter Expert,"Papillion, NE","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,"Program Manager, New Region Development","Remote, US","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,"Post-doctoral Researcher, Cognitive Science and Machine learning (PhD Grad)",,
metacareers,Electrical Subject Matter Expert,"Forest City, NC","$110,000/year to $156,000/year + bonus + equity + benefits"
metacareers,"UX Research Scientist, Reality Labs","Redmond, WA; Seattle, WA; Burlingame, CA; New York, NY; Remote, US","$173,000/year to $241,000/year + bonus + equity + benefits"
metacareers,"Engineering Program Manager, Strategic Engineering & Design","Reston, VA; Fremont, CA; Remote, US","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,Material Scientist,"Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Systems Architecture Engineer,"Remote, US","$157,000/year to $214,000/year + bonus + equity + benefits"
metacareers,SiteOps Global Infrastructure Services Engineer,"Los Lunas, NM; US - NM - Los Lunas Data Center; Sarpy County, NE; Henrico, VA; Mesa, AZ; Denver, CO; Kansas City, MO; Dallas, TX; Santa Clara, CA; Ashburn, VA; Temple, TX; US - OR - Hillsboro Data Ctr; Gallatin, TN; Reston, VA; Forest City, NC; Menlo Park, CA; Prineville, OR; Fort Worth, TX; US - VA - Sandston Data Center; DeKalb, IL; New Albany, OH; Chicago, IL; Altoona, IA; Fremont, CA; Huntsville, AL; Eagle Mountain, Utah; US - TX - Houston Data Center; Remote, US; Kuna, ID","$131,040/year to $183,000/year + bonus + equity + benefits"
metacareers,"Optical Scientist, Optical System and Design","Redmond, WA","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Rendering and Reconstruction (PhD)","Zurich, Switzerland",
metacareers,"Research Engineer Intern, 3D Scene Understanding, Computer Vision / ML (PhD)","Zurich, Switzerland",
metacareers,Games Producer,"Los Angeles, CA; Burlingame, CA; New York, NY; Remote, US","$126,000/year to $176,000/year + bonus + equity + benefits"
metacareers,Software Engineering Director,"Menlo Park, CA","$253,000/year to $327,000/year + bonus + equity + benefits"
metacareers,"Application Engineer, Salesforce ","Austin, TX; Menlo Park, CA; Remote, US","$135,000/year to $188,000/year + bonus + equity + benefits"
metacareers,Research Scientist Intern-Computer Vision and Machine Learning (PhD) TLV,,
metacareers,"Research Scientist Intern, Product Algorithm Research (PhD)","Menlo Park, CA; New York, NY","$7,500/month to $10,250/month + benefits"
metacareers,Optical Systems Engineer,"Sunnyvale, CA; Redmond, WA; Remote, US","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Product Design Engineer, Reality Labs","Sunnyvale, CA; Redmond, WA; Seattle, WA","$102,000/year to $145,000/year + bonus + equity + benefits"
metacareers,Technical Infra Data Center Program Manager (Emerging Tech & Tooling),"Denver, CO; Reston, VA; Fort Worth, TX; Fremont, CA; Remote, US","$129,000/year to $185,000/year + bonus + equity + benefits"
metacareers,"Head of Global Sales Operations, Reality Labs B2B Commercial Channel","Burlingame, CA; Remote, US","$182,000/year to $248,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, AI System SW/HW Co-Design (PhD)","Menlo Park, CA; Seattle, WA; New York, NY","$7,650/month to $10,250/month + benefits"
metacareers,Producteur de Sanzaru Games |  Producteur de Sanzaru Games,"Remote, Canada",
metacareers,Front End Data Science Developer,"Fremont, CA; Remote, US","$104,000/year to $141,000/year + bonus + equity + benefits"
metacareers,Site Development Portfolio Manager,"Fremont, CA; Remote, US","$121,000/year to $172,000/year + bonus + equity + benefits"
metacareers,Visiting Researcher,,"We apologize for the inconvenience, please be patient as we work to correct the issue."
metacareers,Connectivity Engineer,"Temple, TX","$85,000/year to $140,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Photorealistic Telepresence (PhD)","Pittsburgh, PA","$7,650/month to $10,250/month + benefits"
metacareers,"Lead Construction Manager, Dual Campus","Los Lunas, NM; US - NM - Los Lunas Data Center; Newton County, GA; Papillion, NE; New Albany, OH; Altoona, IA; Huntsville, AL","$143,000/year to $199,000/year + bonus + equity + benefits"
metacareers,SiteOps Global Infrastructure Services Engineer,"Los Lunas, NM; US - NM - Los Lunas Data Center; Sarpy County, NE; Henrico, VA; Mesa, AZ; Santa Clara, CA; Ashburn, VA; Newton County, GA; US - OR - Hillsboro Data Ctr; Gallatin, TN; Reston, VA; Forest City, NC; Papillion, NE; Prineville, OR; Fort Worth, TX; DeKalb, IL; New Albany, OH; Altoona, IA; Fremont, CA; Huntsville, AL; Eagle Mountain, Utah; Remote, US; Kuna, ID","$131,040/year to $183,000/year + bonus + equity + benefits"
metacareers,Graphics Research Engineer - Optics & Displays,"Redmond, WA; Menlo Park, CA; Seattle, WA; Burlingame, CA; Remote, US","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Photorealistic Telepresence (PhD)","Zurich, Switzerland",
metacareers,Head of Critical Operations,Singapore Data Center; Singapore,
metacareers,Software Engineer (Leadership) | Ingénieur logiciel (Chef d'équipe),"Remote, Canada",
metacareers,Level Designer - Sanzaru Games,"Foster City, CA; Remote, US","$109,000/year to $153,000/year + bonus + equity + benefits"
metacareers,"Research Scientist, Applied Core ML","Menlo Park, CA; Remote, US","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,"Software Engineer, Performance","Burlingame, CA; Remote, US; Seattle, WA; Boston, MA; New York, NY; Bellevue, WA","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,SW Engineer Live Telepresence,"Pittsburgh, PA","$140,000/year to $188,000/year + bonus + equity + benefits"
metacareers,Failure Analysis Engineer ,"Sunnyvale, CA; Redmond, WA","$135,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Lab Standards Specialist,"Menlo Park, CA","$104,000/year to $149,000/year + bonus + equity + benefits"
metacareers,Software Engineer - Embedded (BSP),"Redmond, WA","$104,000/year to $151,000/year + bonus + equity + benefits"
metacareers,Digital Modeling Engineer,"Sunnyvale, CA; Redmond, WA; Austin, TX","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,"Research Scientist Intern, Audio Machine Learning and Computer Vision (PhD)","Redmond, WA","$7,650/month to $10,250/month + benefits"
metacareers,"Research Scientist Intern, Computer Vision and 3D Reconstruction (PhD)","Redmond, WA","$7,500/month to $10,250/month + benefits"
metacareers,"Optical Metrology Engineer, External Partnerships","Redmond, WA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Waveguide Architect,"Redmond, WA","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,Technical Program Manager (AR Display Module) ,"Redmond, WA","$167,000/year to $228,000/year + bonus + equity + benefits"
metacareers,Graphics Modeling Architect,"Sunnyvale, CA","$136,000/year to $195,000/year + bonus + equity + benefits"
metacareers,Camera Architect,"Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,Hardware Systems Architect,"Sunnyvale, CA","$196,000/year to $269,000/year + bonus + equity + benefits"
metacareers,Audio Systems Tuning Engineer,"Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Application Engineer, Cameras & Sensors","Sunnyvale, CA; Redmond, WA; Burlingame, CA","$129,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Wireless Firmware Engineer,"Sunnyvale, CA; Redmond, WA; San Diego, CA; Remote, US","$140,000/year to $195,000/year + bonus + equity + benefits"
metacareers,"Network Engineer, Infrastructure Networks","Menlo Park, CA; Remote, US","$143,000/year to $204,000/year + bonus + equity + benefits"
metacareers,Depth Electrical Engineer Lead,"Sunnyvale, CA; Remote, US","$167,000/year to $230,000/year + bonus + equity + benefits"
metacareers,"Optical Scientist, Waveguide Design","Sunnyvale, CA; Redmond, WA; Remote, US","$143,000/year to $196,000/year + bonus + equity + benefits"
metacareers,Optical System Manufacturing Engineer,"Sunnyvale, CA; Redmond, WA","$167,000/year to $230,000/year + bonus + equity + benefits"
